Code,Index,Market cap (m TL)
24.12.2010, 661 ," 461,064 "
27.12.2010, 661 ," 461,294 "
28.12.2010, 663 ," 461,912 "
29.12.2010, 665 ," 463,621 "
30.12.2010, 666 ," 464,346 "
31.12.2010, 659 ," 459,915 "
3.01.2011, 675 ," 470,625 "
4.01.2011, 681 ," 478,554 "
5.01.2011, 686 ," 482,223 "
6.01.2011, 690 ," 485,013 "
7.01.2011, 685 ," 482,142 "
10.01.2011, 677 ," 477,087 "
11.01.2011, 675 ," 476,550 "
12.01.2011, 678 ," 478,834 "
13.01.2011, 684 ," 484,073 "
14.01.2011, 678 ," 479,622 "
17.01.2011, 668 ," 473,385 "
18.01.2011, 665 ," 471,019 "
19.01.2011, 665 ," 471,439 "
20.01.2011, 654 ," 463,841 "
21.01.2011, 660 ," 468,240 "
24.01.2011, 653 ," 464,522 "
25.01.2011, 653 ," 464,141 "
26.01.2011, 661 ," 469,756 "
27.01.2011, 651 ," 463,072 "
28.01.2011, 633 ," 450,542 "
31.01.2011, 634 ," 449,566 "
1.02.2011, 649 ," 460,741 "
2.02.2011, 653 ," 463,771 "
3.02.2011, 638 ," 453,731 "
4.02.2011, 653 ," 462,569 "
7.02.2011, 649 ," 460,915 "
8.02.2011, 653 ," 463,763 "
9.02.2011, 656 ," 466,191 "
10.02.2011, 645 ," 460,564 "
11.02.2011, 649 ," 462,882 "
14.02.2011, 647 ," 461,886 "
15.02.2011, 649 ," 462,884 "
16.02.2011, 654 ," 466,119 "
17.02.2011, 659 ," 468,202 "
18.02.2011, 659 ," 468,398 "
21.02.2011, 651 ," 461,395 "
22.02.2011, 646 ," 458,517 "
23.02.2011, 630 ," 447,630 "
24.02.2011, 606 ," 429,273 "
25.02.2011, 613 ," 435,149 "
28.02.2011, 613 ," 435,276 "
1.03.2011, 587 ," 417,387 "
2.03.2011, 587 ," 415,218 "
3.03.2011, 604 ," 427,957 "
4.03.2011, 611 ," 431,237 "
7.03.2011, 602 ," 425,389 "
8.03.2011, 613 ," 432,294 "
9.03.2011, 624 ," 439,103 "
10.03.2011, 630 ," 442,457 "
11.03.2011, 636 ," 445,669 "
14.03.2011, 644 ," 450,950 "
15.03.2011, 640 ," 457,347 "
16.03.2011, 631 ," 452,131 "
17.03.2011, 634 ," 455,299 "
18.03.2011, 637 ," 448,774 "
21.03.2011, 641 ," 452,872 "
22.03.2011, 648 ," 457,230 "
23.03.2011, 638 ," 450,889 "
24.03.2011, 644 ," 455,032 "
25.03.2011, 644 ," 454,602 "
28.03.2011, 644 ," 455,579 "
29.03.2011, 640 ," 453,449 "
30.03.2011, 648 ," 458,276 "
31.03.2011, 647 ," 458,250 "
1.04.2011, 659 ," 466,350 "
4.04.2011, 677 ," 477,184 "
5.04.2011, 678 ," 477,737 "
6.04.2011, 686 ," 483,270 "
7.04.2011, 694 ," 487,420 "
8.04.2011, 681 ," 479,219 "
11.04.2011, 682 ," 479,646 "
12.04.2011, 681 ," 479,218 "
13.04.2011, 683 ," 481,396 "
14.04.2011, 681 ," 478,704 "
15.04.2011, 686 ," 482,868 "
18.04.2011, 668 ," 470,607 "
19.04.2011, 680 ," 482,281 "
20.04.2011, 684 ," 484,966 "
21.04.2011, 689 ," 488,124 "
22.04.2011, 691 ," 490,152 "
25.04.2011, 693 ," 492,081 "
26.04.2011, 690 ," 489,737 "
27.04.2011, 683 ," 485,757 "
28.04.2011, 689 ," 489,642 "
29.04.2011, 697 ," 495,440 "
2.05.2011, 700 ," 496,869 "
3.05.2011, 705 ," 500,819 "
4.05.2011, 699 ," 497,163 "
5.05.2011, 698 ," 496,131 "
6.05.2011, 688 ," 489,715 "
9.05.2011, 685 ," 488,478 "
10.05.2011, 678 ," 483,422 "
11.05.2011, 663 ," 473,809 "
12.05.2011, 671 ," 519,347 "
13.05.2011, 652 ," 506,646 "
16.05.2011, 659 ," 508,032 "
17.05.2011, 659 ," 508,723 "
18.05.2011, 644 ," 498,323 "
19.05.2011, 644 ," 498,197 "
20.05.2011, 639 ," 495,672 "
23.05.2011, 637 ," 492,268 "
24.05.2011, 650 ," 501,244 "
25.05.2011, 641 ," 495,369 "
26.05.2011, 643 ," 496,627 "
27.05.2011, 629 ," 484,600 "
30.05.2011, 620 ," 477,431 "
31.05.2011, 636 ," 488,369 "
1.06.2011, 638 ," 489,928 "
2.06.2011, 637 ," 488,360 "
3.06.2011, 634 ," 486,750 "
6.06.2011, 641 ," 491,140 "
7.06.2011, 650 ," 497,306 "
8.06.2011, 646 ," 495,082 "
9.06.2011, 642 ," 495,173 "
10.06.2011, 642 ," 495,477 "
13.06.2011, 641 ," 495,036 "
14.06.2011, 628 ," 485,778 "
15.06.2011, 616 ," 474,761 "
16.06.2011, 617 ," 474,658 "
17.06.2011, 623 ," 479,056 "
20.06.2011, 616 ," 475,110 "
21.06.2011, 625 ," 481,303 "
22.06.2011, 617 ," 476,336 "
23.06.2011, 620 ," 475,866 "
24.06.2011, 625 ," 479,040 "
27.06.2011, 623 ," 478,731 "
28.06.2011, 632 ," 485,985 "
29.06.2011, 634 ," 486,937 "
30.06.2011, 637 ," 489,122 "
1.07.2011, 637 ," 495,832 "
4.07.2011, 646 ," 502,655 "
5.07.2011, 643 ," 499,103 "
6.07.2011, 637 ," 494,602 "
7.07.2011, 645 ," 499,107 "
8.07.2011, 640 ," 495,436 "
11.07.2011, 634 ," 491,392 "
12.07.2011, 632 ," 490,364 "
13.07.2011, 637 ," 492,676 "
14.07.2011, 632 ," 487,739 "
15.07.2011, 631 ," 488,650 "
18.07.2011, 625 ," 483,782 "
19.07.2011, 623 ," 482,504 "
20.07.2011, 621 ," 479,145 "
21.07.2011, 612 ," 470,309 "
22.07.2011, 602 ," 463,493 "
25.07.2011, 613 ," 468,742 "
26.07.2011, 617 ," 503,601 "
27.07.2011, 615 ," 505,936 "
28.07.2011, 628 ," 515,294 "
29.07.2011, 626 ," 513,011 "
1.08.2011, 622 ," 512,374 "
2.08.2011, 620 ," 508,199 "
3.08.2011, 615 ," 500,703 "
4.08.2011, 595 ," 487,364 "
5.08.2011, 565 ," 461,134 "
8.08.2011, 523 ," 428,298 "
9.08.2011, 529 ," 434,615 "
10.08.2011, 504 ," 418,366 "
11.08.2011, 521 ," 435,682 "
12.08.2011, 524 ," 438,126 "
15.08.2011, 537 ," 447,872 "
16.08.2011, 543 ," 449,127 "
17.08.2011, 545 ," 452,327 "
18.08.2011, 522 ," 433,062 "
19.08.2011, 532 ," 441,979 "
22.08.2011, 535 ," 446,536 "
23.08.2011, 527 ," 437,840 "
24.08.2011, 533 ," 446,729 "
25.08.2011, 532 ," 444,484 "
26.08.2011, 538 ," 451,656 "
29.08.2011, 541 ," 454,480 "
30.08.2011, 541 ," 454,482 "
31.08.2011, 541 ," 454,482 "
1.09.2011, 541 ," 454,482 "
2.09.2011, 555 ," 466,657 "
5.09.2011, 542 ," 459,027 "
6.09.2011, 552 ," 467,581 "
7.09.2011, 554 ," 470,320 "
8.09.2011, 568 ," 479,738 "
9.09.2011, 561 ," 474,490 "
12.09.2011, 558 ," 471,670 "
13.09.2011, 568 ," 481,698 "
14.09.2011, 563 ," 477,011 "
15.09.2011, 573 ," 485,090 "
16.09.2011, 580 ," 461,453 "
19.09.2011, 580 ," 462,481 "
20.09.2011, 608 ," 475,272 "
21.09.2011, 608 ," 475,973 "
22.09.2011, 580 ," 457,164 "
23.09.2011, 563 ," 445,101 "
26.09.2011, 568 ," 445,101 "
27.09.2011, 583 ," 460,559 "
28.09.2011, 590 ," 464,509 "
29.09.2011, 597 ," 469,307 "
30.09.2011, 597 ," 469,562 "
3.10.2011, 595 ," 466,943 "
4.10.2011, 574 ," 453,388 "
5.10.2011, 575 ," 453,948 "
6.10.2011, 574 ," 452,443 "
7.10.2011, 575 ," 454,754 "
10.10.2011, 585 ," 461,521 "
11.10.2011, 588 ," 463,992 "
12.10.2011, 595 ," 471,231 "
13.10.2011, 587 ," 468,737 "
14.10.2011, 594 ," 477,131 "
17.10.2011, 586 ," 466,784 "
18.10.2011, 589 ," 464,153 "
19.10.2011, 580 ," 455,684 "
20.10.2011, 562 ," 438,974 "
21.10.2011, 571 ," 446,501 "
24.10.2011, 566 ," 444,228 "
25.10.2011, 567 ," 443,203 "
26.10.2011, 559 ," 439,538 "
27.10.2011, 571 ," 447,748 "
28.10.2011, 575 ," 449,903 "
31.10.2011, 565 ," 447,335 "
1.11.2011, 552 ," 436,767 "
2.11.2011, 561 ," 440,644 "
3.11.2011, 568 ," 444,094 "
4.11.2011, 565 ," 440,916 "
7.11.2011, 565 ," 440,904 "
8.11.2011, 565 ," 440,904 "
9.11.2011, 565 ," 440,904 "
10.11.2011, 559 ," 434,647 "
11.11.2011, 565 ," 439,057 "
14.11.2011, 562 ," 436,961 "
15.11.2011, 563 ," 437,450 "
16.11.2011, 562 ," 436,837 "
17.11.2011, 554 ," 430,679 "
18.11.2011, 548 ," 426,427 "
21.11.2011, 531 ," 413,575 "
22.11.2011, 523 ," 411,984 "
23.11.2011, 514 ," 403,729 "
24.11.2011, 500 ," 388,515 "
25.11.2011, 513 ," 397,035 "
28.11.2011, 525 ," 405,496 "
29.11.2011, 523 ," 405,207 "
30.11.2011, 546 ," 419,333 "
1.12.2011, 540 ," 411,103 "
2.12.2011, 549 ," 416,751 "
5.12.2011, 554 ," 421,124 "
6.12.2011, 549 ," 416,355 "
7.12.2011, 553 ," 418,864 "
8.12.2011, 537 ," 407,524 "
9.12.2011, 540 ," 410,637 "
12.12.2011, 527 ," 401,627 "
13.12.2011, 528 ," 402,222 "
14.12.2011, 516 ," 393,629 "
15.12.2011, 521 ," 397,181 "
16.12.2011, 519 ," 397,622 "
19.12.2011, 511 ," 392,483 "
20.12.2011, 523 ," 399,813 "
21.12.2011, 520 ," 396,938 "
22.12.2011, 518 ," 396,292 "
23.12.2011, 522 ," 382,646 "
26.12.2011, 527 ," 386,170 "
27.12.2011, 528 ," 386,016 "
28.12.2011, 518 ," 379,374 "
29.12.2011, 522 ," 381,886 "
30.12.2011, 515 ," 377,077 "
2.01.2012, 516 ," 377,254 "
3.01.2012, 530 ," 386,342 "
4.01.2012, 517 ," 378,101 "
5.01.2012, 514 ," 376,102 "
6.01.2012, 504 ," 369,166 "
9.01.2012, 500 ," 365,330 "
10.01.2012, 509 ," 395,439 "
11.01.2012, 515 ," 398,548 "
12.01.2012, 523 ," 404,051 "
13.01.2012, 517 ," 378,408 "
16.01.2012, 529 ," 386,460 "
17.01.2012, 536 ," 391,045 "
18.01.2012, 544 ," 396,137 "
19.01.2012, 547 ," 398,734 "
20.01.2012, 550 ," 400,891 "
23.01.2012, 553 ," 403,887 "
24.01.2012, 549 ," 401,645 "
25.01.2012, 550 ," 402,999 "
26.01.2012, 569 ," 415,930 "
27.01.2012, 573 ," 419,132 "
30.01.2012, 577 ," 422,038 "
31.01.2012, 572 ," 418,730 "
1.02.2012, 591 ," 431,784 "
2.02.2012, 599 ," 437,592 "
3.02.2012, 600 ," 436,662 "
6.02.2012, 605 ," 438,960 "
7.02.2012, 604 ," 438,633 "
8.02.2012, 611 ," 443,731 "
9.02.2012, 601 ," 436,967 "
10.02.2012, 593 ," 431,970 "
13.02.2012, 606 ," 440,777 "
14.02.2012, 597 ," 434,964 "
15.02.2012, 599 ," 435,476 "
16.02.2012, 601 ," 435,906 "
17.02.2012, 611 ," 443,305 "
20.02.2012, 614 ," 445,202 "
21.02.2012, 613 ," 444,203 "
22.02.2012, 609 ," 442,171 "
23.02.2012, 598 ," 433,923 "
24.02.2012, 599 ," 434,649 "
27.02.2012, 589 ," 428,278 "
28.02.2012, 600 ," 436,280 "
29.02.2012, 607 ," 441,161 "
1.03.2012, 608 ," 441,055 "
2.03.2012, 610 ," 442,559 "
5.03.2012, 598 ," 435,762 "
6.03.2012, 593 ," 432,930 "
7.03.2012, 596 ," 435,151 "
8.03.2012, 598 ," 436,608 "
9.03.2012, 595 ," 433,979 "
12.03.2012, 592 ," 432,403 "
13.03.2012, 596 ," 434,540 "
14.03.2012, 610 ," 443,463 "
15.03.2012, 614 ," 449,254 "
16.03.2012, 623 ," 456,177 "
19.03.2012, 626 ," 457,601 "
20.03.2012, 622 ," 456,055 "
21.03.2012, 622 ," 454,967 "
22.03.2012, 619 ," 452,942 "
23.03.2012, 616 ," 451,057 "
26.03.2012, 627 ," 458,114 "
27.03.2012, 626 ," 458,566 "
28.03.2012, 620 ," 454,327 "
29.03.2012, 617 ," 452,428 "
30.03.2012, 625 ," 458,057 "
2.04.2012, 630 ," 460,011 "
3.04.2012, 633 ," 462,510 "
4.04.2012, 625 ," 459,816 "
5.04.2012, 622 ," 457,499 "
6.04.2012, 611 ," 452,093 "
9.04.2012, 610 ," 450,459 "
10.04.2012, 602 ," 445,405 "
11.04.2012, 608 ," 449,176 "
12.04.2012, 610 ," 450,444 "
13.04.2012, 607 ," 447,685 "
16.04.2012, 606 ," 447,463 "
17.04.2012, 608 ," 449,725 "
18.04.2012, 603 ," 446,961 "
19.04.2012, 600 ," 444,893 "
20.04.2012, 603 ," 447,172 "
23.04.2012, 603 ," 447,172 "
24.04.2012, 600 ," 446,559 "
25.04.2012, 602 ," 447,156 "
26.04.2012, 609 ," 450,973 "
27.04.2012, 608 ," 451,256 "
30.04.2012, 603 ," 448,144 "
1.05.2012, 603 ," 448,099 "
2.05.2012, 593 ," 441,487 "
3.05.2012, 596 ," 443,687 "
4.05.2012, 593 ," 16,432 "
7.05.2012, 591 ," 440,455 "
8.05.2012, 591 ," 440,092 "
9.05.2012, 584 ," 434,931 "
10.05.2012, 591 ," 439,771 "
11.05.2012, 591 ," 439,419 "
14.05.2012, 582 ," 432,461 "
15.05.2012, 577 ," 429,903 "
16.05.2012, 583 ," 432,224 "
17.05.2012, 576 ," 427,052 "
18.05.2012, 572 ," 424,486 "
21.05.2012, 568 ," 422,687 "
22.05.2012, 574 ," 428,463 "
23.05.2012, 561 ," 419,361 "
24.05.2012, 553 ," 413,555 "
25.05.2012, 552 ," 410,093 "
28.05.2012, 552 ," 409,188 "
29.05.2012, 557 ," 411,323 "
30.05.2012, 554 ," 408,023 "
31.05.2012, 553 ," 405,255 "
1.06.2012, 558 ," 409,417 "
4.06.2012, 560 ," 411,776 "
5.06.2012, 561 ," 412,762 "
6.06.2012, 564 ," 415,387 "
7.06.2012, 569 ," 419,246 "
8.06.2012, 575 ," 423,892 "
11.06.2012, 577 ," 425,335 "
12.06.2012, 583 ," 429,382 "
13.06.2012, 584 ," 430,419 "
14.06.2012, 585 ," 431,615 "
15.06.2012, 586 ," 432,634 "
18.06.2012, 584 ," 430,401 "
19.06.2012, 593 ," 436,383 "
20.06.2012, 594 ," 437,864 "
21.06.2012, 604 ," 444,530 "
22.06.2012, 605 ," 445,909 "
25.06.2012, 594 ," 437,873 "
26.06.2012, 601 ," 443,770 "
27.06.2012, 611 ," 451,561 "
28.06.2012, 608 ," 448,969 "
29.06.2012, 624 ," 459,504 "
2.07.2012, 618 ," 456,008 "
3.07.2012, 626 ," 460,370 "
4.07.2012, 628 ," 461,913 "
5.07.2012, 619 ," 455,670 "
6.07.2012, 626 ," 460,426 "
9.07.2012, 624 ," 459,959 "
10.07.2012, 629 ," 462,587 "
11.07.2012, 628 ," 461,079 "
12.07.2012, 621 ," 456,321 "
13.07.2012, 625 ," 459,185 "
16.07.2012, 625 ," 458,948 "
17.07.2012, 623 ," 457,032 "
18.07.2012, 623 ," 455,745 "
19.07.2012, 622 ," 456,259 "
20.07.2012, 617 ," 450,606 "
23.07.2012, 606 ," 442,515 "
24.07.2012, 612 ," 446,438 "
25.07.2012, 616 ," 449,923 "
26.07.2012, 636 ," 462,905 "
27.07.2012, 641 ," 467,193 "
30.07.2012, 647 ," 471,301 "
31.07.2012, 640 ," 465,790 "
1.08.2012, 638 ," 464,193 "
2.08.2012, 635 ," 462,040 "
3.08.2012, 649 ," 471,317 "
6.08.2012, 652 ," 473,747 "
7.08.2012, 646 ," 470,078 "
8.08.2012, 644 ," 469,585 "
9.08.2012, 642 ," 468,023 "
10.08.2012, 649 ," 472,537 "
13.08.2012, 649 ," 471,988 "
14.08.2012, 639 ," 465,018 "
15.08.2012, 643 ," 467,379 "
16.08.2012, 646 ," 468,736 "
17.08.2012, 653 ," 471,696 "
20.08.2012, 653 ," 471,696 "
21.08.2012, 653 ," 471,696 "
22.08.2012, 656 ," 473,574 "
23.08.2012, 656 ," 474,115 "
24.08.2012, 652 ," 289,861 "
27.08.2012, 655 ," 473,814 "
28.08.2012, 658 ," 476,422 "
29.08.2012, 658 ," 476,889 "
30.08.2012, 658 ," 478,524 "
31.08.2012, 670 ," 486,157 "
3.09.2012, 668 ," 485,335 "
4.09.2012, 665 ," 483,033 "
5.09.2012, 671 ," 486,619 "
6.09.2012, 673 ," 487,607 "
7.09.2012, 675 ," 488,659 "
10.09.2012, 677 ," 489,759 "
11.09.2012, 677 ," 490,140 "
12.09.2012, 677 ," 490,403 "
13.09.2012, 668 ," 483,848 "
14.09.2012, 677 ," 490,032 "
17.09.2012, 676 ," 488,914 "
18.09.2012, 672 ," 486,070 "
19.09.2012, 667 ," 482,589 "
20.09.2012, 666 ," 482,477 "
21.09.2012, 675 ," 487,522 "
24.09.2012, 668 ," 483,724 "
25.09.2012, 674 ," 486,675 "
26.09.2012, 664 ," 479,103 "
27.09.2012, 664 ," 479,198 "
28.09.2012, 661 ," 477,715 "
1.10.2012, 664 ," 478,963 "
2.10.2012, 671 ," 483,364 "
3.10.2012, 665 ," 479,201 "
4.10.2012, 665 ," 474,960 "
5.10.2012, 669 ," 478,568 "
8.10.2012, 670 ," 478,543 "
9.10.2012, 676 ," 482,406 "
10.10.2012, 679 ," 484,488 "
11.10.2012, 690 ," 490,637 "
12.10.2012, 690 ," 490,814 "
15.10.2012, 692 ," 491,585 "
16.10.2012, 697 ," 494,158 "
17.10.2012, 700 ," 496,604 "
18.10.2012, 697 ," 494,849 "
19.10.2012, 701 ," 496,650 "
22.10.2012, 705 ," 499,258 "
23.10.2012, 701 ," 496,273 "
24.10.2012, 701 ," 496,014 "
25.10.2012, 701 ," 495,588 "
26.10.2012, 701 ," 495,588 "
29.10.2012, 701 ," 495,588 "
30.10.2012, 710 ," 501,803 "
31.10.2012, 718 ," 505,576 "
1.11.2012, 718 ," 505,400 "
2.11.2012, 707 ," 498,509 "
5.11.2012, 720 ," 505,285 "
6.11.2012, 713 ," 501,248 "
7.11.2012, 709 ," 499,280 "
8.11.2012, 719 ," 506,044 "
9.11.2012, 711 ," 501,644 "
12.11.2012, 707 ," 499,193 "
13.11.2012, 713 ," 502,522 "
14.11.2012, 707 ," 498,629 "
15.11.2012, 709 ," 499,889 "
16.11.2012, 701 ," 494,931 "
19.11.2012, 699 ," 493,596 "
20.11.2012, 700 ," 494,297 "
21.11.2012, 698 ," 494,306 "
22.11.2012, 693 ," 490,992 "
23.11.2012, 703 ," 497,330 "
26.11.2012, 711 ," 502,146 "
27.11.2012, 712 ," 502,472 "
28.11.2012, 712 ," 502,302 "
29.11.2012, 717 ," 505,753 "
30.11.2012, 723 ," 508,537 "
3.12.2012, 735 ," 516,132 "
4.12.2012, 746 ," 523,164 "
5.12.2012, 751 ," 527,659 "
6.12.2012, 749 ," 527,373 "
7.12.2012, 753 ," 531,636 "
10.12.2012, 758 ," 535,462 "
11.12.2012, 759 ," 536,240 "
12.12.2012, 764 ," 538,689 "
13.12.2012, 760 ," 535,864 "
14.12.2012, 754 ," 533,216 "
17.12.2012, 764 ," 539,548 "
18.12.2012, 763 ," 538,759 "
19.12.2012, 758 ," 536,459 "
20.12.2012, 758 ," 536,496 "
21.12.2012, 757 ," 536,584 "
24.12.2012, 763 ," 541,016 "
25.12.2012, 766 ," 542,733 "
26.12.2012, 770 ," 545,145 "
27.12.2012, 774 ," 548,467 "
28.12.2012, 775 ," 549,421 "
31.12.2012, 772 ," 547,601 "
1.01.2013, 772 ," 547,624 "
2.01.2013, 786 ," 555,815 "
3.01.2013, 789 ," 558,794 "
4.01.2013, 785 ," 556,953 "
7.01.2013, 792 ," 562,307 "
8.01.2013, 791 ," 561,345 "
9.01.2013, 801 ," 568,121 "
10.01.2013, 799 ," 568,066 "
11.01.2013, 801 ," 570,090 "
14.01.2013, 810 ," 575,048 "
15.01.2013, 814 ," 578,921 "
16.01.2013, 829 ," 588,758 "
17.01.2013, 837 ," 592,859 "
18.01.2013, 838 ," 593,637 "
21.01.2013, 841 ," 596,316 "
22.01.2013, 844 ," 597,759 "
23.01.2013, 851 ," 602,776 "
24.01.2013, 852 ," 603,376 "
25.01.2013, 837 ," 594,085 "
28.01.2013, 802 ," 570,434 "
29.01.2013, 811 ," 575,968 "
30.01.2013, 781 ," 556,507 "
31.01.2013, 779 ," 555,504 "
1.02.2013, 793 ," 564,385 "
4.02.2013, 798 ," 568,033 "
5.02.2013, 794 ," 565,599 "
6.02.2013, 792 ," 564,181 "
7.02.2013, 774 ," 551,423 "
8.02.2013, 779 ," 554,514 "
11.02.2013, 765 ," 546,176 "
12.02.2013, 773 ," 551,553 "
13.02.2013, 772 ," 551,424 "
14.02.2013, 768 ," 549,073 "
15.02.2013, 773 ," 552,042 "
18.02.2013, 771 ," 551,043 "
19.02.2013, 775 ," 553,038 "
20.02.2013, 780 ," 557,003 "
21.02.2013, 765 ," 546,545 "
22.02.2013, 751 ," 538,424 "
25.02.2013, 759 ," 543,345 "
26.02.2013, 767 ," 548,039 "
27.02.2013, 773 ," 552,761 "
28.02.2013, 784 ," 560,471 "
1.03.2013, 789 ," 564,334 "
4.03.2013, 796 ," 568,996 "
5.03.2013, 801 ," 571,900 "
6.03.2013, 811 ," 577,875 "
7.03.2013, 808 ," 575,489 "
8.03.2013, 824 ," 584,742 "
11.03.2013, 820 ," 582,417 "
12.03.2013, 822 ," 584,292 "
13.03.2013, 815 ," 580,553 "
14.03.2013, 809 ," 576,947 "
15.03.2013, 820 ," 583,074 "
18.03.2013, 822 ," 584,752 "
19.03.2013, 812 ," 578,127 "
20.03.2013, 811 ," 578,414 "
21.03.2013, 813 ," 580,568 "
22.03.2013, 814 ," 581,889 "
25.03.2013, 817 ," 584,084 "
26.03.2013, 828 ," 591,516 "
27.03.2013, 830 ," 592,649 "
28.03.2013, 841 ," 598,904 "
29.03.2013, 847 ," 602,898 "
1.04.2013, 849 ," 604,024 "
2.04.2013, 848 ," 604,040 "
3.04.2013, 837 ," 598,464 "
4.04.2013, 822 ," 588,790 "
5.04.2013, 811 ," 581,428 "
8.04.2013, 823 ," 588,980 "
9.04.2013, 817 ," 586,427 "
10.04.2013, 814 ," 584,362 "
11.04.2013, 830 ," 594,318 "
12.04.2013, 835 ," 596,867 "
15.04.2013, 839 ," 599,442 "
16.04.2013, 836 ," 596,280 "
17.04.2013, 833 ," 594,752 "
18.04.2013, 820 ," 585,098 "
19.04.2013, 822 ," 587,221 "
22.04.2013, 830 ," 592,339 "
23.04.2013, 830 ," 592,339 "
24.04.2013, 837 ," 597,343 "
25.04.2013, 839 ," 597,979 "
26.04.2013, 841 ," 599,033 "
29.04.2013, 841 ," 600,102 "
30.04.2013, 850 ," 605,827 "
1.05.2013, 850 ," 607,840 "
2.05.2013, 874 ," 623,241 "
3.05.2013, 878 ," 624,750 "
6.05.2013, 884 ," 628,115 "
7.05.2013, 881 ," 626,552 "
8.05.2013, 894 ," 634,814 "
9.05.2013, 886 ," 629,928 "
10.05.2013, 883 ," 629,366 "
13.05.2013, 885 ," 630,550 "
14.05.2013, 899 ," 640,184 "
15.05.2013, 907 ," 642,377 "
16.05.2013, 906 ," 641,568 "
17.05.2013, 906 ," 639,838 "
20.05.2013, 889 ," 630,481 "
21.05.2013, 900 ," 638,014 "
22.05.2013, 918 ," 650,056 "
23.05.2013, 901 ," 638,804 "
24.05.2013, 899 ," 638,001 "
27.05.2013, 894 ," 636,500 "
28.05.2013, 889 ," 634,248 "
29.05.2013, 863 ," 615,995 "
30.05.2013, 862 ," 615,437 "
31.05.2013, 850 ," 606,568 "
3.06.2013, 761 ," 544,608 "
4.06.2013, 799 ," 572,538 "
5.06.2013, 790 ," 565,603 "
6.06.2013, 753 ," 540,219 "
7.06.2013, 777 ," 556,684 "
10.06.2013, 758 ," 543,364 "
11.06.2013, 746 ," 535,603 "
12.06.2013, 763 ," 548,014 "
13.06.2013, 760 ," 546,449 "
14.06.2013, 794 ," 568,766 "
17.06.2013, 783 ," 561,572 "
18.06.2013, 772 ," 555,079 "
19.06.2013, 783 ," 561,796 "
20.06.2013, 732 ," 527,446 "
21.06.2013, 728 ," 526,201 "
24.06.2013, 704 ," 509,637 "
25.06.2013, 710 ," 514,340 "
26.06.2013, 735 ," 530,243 "
27.06.2013, 753 ," 542,451 "
28.06.2013, 758 ," 544,726 "
1.07.2013, 762 ," 549,068 "
2.07.2013, 760 ," 547,957 "
3.07.2013, 734 ," 531,116 "
4.07.2013, 750 ," 541,488 "
5.07.2013, 728 ," 527,839 "
8.07.2013, 715 ," 519,498 "
9.07.2013, 718 ," 521,665 "
10.07.2013, 709 ," 515,339 "
11.07.2013, 716 ," 519,761 "
12.07.2013, 736 ," 532,246 "
15.07.2013, 758 ," 546,966 "
16.07.2013, 753 ," 543,706 "
17.07.2013, 766 ," 551,502 "
18.07.2013, 766 ," 551,842 "
19.07.2013, 755 ," 545,447 "
22.07.2013, 754 ," 544,801 "
23.07.2013, 750 ," 543,009 "
24.07.2013, 737 ," 534,440 "
25.07.2013, 736 ," 532,644 "
26.07.2013, 724 ," 525,074 "
29.07.2013, 727 ," 526,889 "
30.07.2013, 741 ," 536,011 "
31.07.2013, 731 ," 529,926 "
1.08.2013, 732 ," 530,393 "
2.08.2013, 738 ," 534,925 "
5.08.2013, 741 ," 536,956 "
6.08.2013, 739 ," 535,727 "
7.08.2013, 739 ," 533,197 "
8.08.2013, 739 ," 533,197 "
9.08.2013, 739 ," 533,197 "
12.08.2013, 751 ," 543,553 "
13.08.2013, 753 ," 545,056 "
14.08.2013, 754 ," 545,942 "
15.08.2013, 738 ," 536,232 "
16.08.2013, 741 ," 538,778 "
19.08.2013, 722 ," 527,992 "
20.08.2013, 720 ," 525,731 "
21.08.2013, 696 ," 509,180 "
22.08.2013, 682 ," 499,129 "
23.08.2013, 679 ," 496,692 "
26.08.2013, 687 ," 502,203 "
27.08.2013, 654 ," 478,338 "
28.08.2013, 653 ," 476,115 "
29.08.2013, 662 ," 483,215 "
30.08.2013, 662 ," 483,212 "
2.09.2013, 683 ," 498,006 "
3.09.2013, 667 ," 487,045 "
4.09.2013, 667 ," 487,152 "
5.09.2013, 665 ," 484,798 "
6.09.2013, 669 ," 487,621 "
9.09.2013, 693 ," 502,907 "
10.09.2013, 713 ," 516,508 "
11.09.2013, 713 ," 516,647 "
12.09.2013, 722 ," 523,315 "
13.09.2013, 712 ," 517,106 "
16.09.2013, 738 ," 534,211 "
17.09.2013, 742 ," 537,133 "
18.09.2013, 741 ," 536,223 "
19.09.2013, 787 ," 564,873 "
20.09.2013, 771 ," 554,694 "
23.09.2013, 762 ," 549,851 "
24.09.2013, 759 ," 548,993 "
25.09.2013, 757 ," 548,321 "
26.09.2013, 751 ," 544,361 "
27.09.2013, 744 ," 539,882 "
30.09.2013, 741 ," 539,244 "
1.10.2013, 760 ," 551,731 "
2.10.2013, 748 ," 543,783 "
3.10.2013, 758 ," 550,979 "
4.10.2013, 758 ," 551,509 "
7.10.2013, 755 ," 550,153 "
8.10.2013, 747 ," 545,199 "
9.10.2013, 742 ," 541,171 "
10.10.2013, 753 ," 548,669 "
11.10.2013, 758 ," 552,094 "
14.10.2013, 759 ," 552,496 "
15.10.2013, 759 ," 552,496 "
16.10.2013, 759 ," 552,496 "
17.10.2013, 759 ," 552,496 "
18.10.2013, 759 ," 552,496 "
