Code,Index,Market cap (m TL)
1.09.2003, 113 ," 60,851 "
2.09.2003, 113 ," 60,706 "
3.09.2003, 113 ," 60,965 "
4.09.2003, 113 ," 60,697 "
5.09.2003, 113 ," 60,595 "
8.09.2003, 112 ," 60,232 "
9.09.2003, 116 ," 61,936 "
10.09.2003, 119 ," 63,342 "
11.09.2003, 121 ," 64,450 "
12.09.2003, 123 ," 65,537 "
15.09.2003, 122 ," 65,282 "
16.09.2003, 125 ," 66,918 "
17.09.2003, 125 ," 66,426 "
18.09.2003, 129 ," 68,653 "
19.09.2003, 131 ," 69,819 "
22.09.2003, 133 ," 70,699 "
23.09.2003, 135 ," 71,683 "
24.09.2003, 133 ," 70,702 "
25.09.2003, 134 ," 71,234 "
26.09.2003, 132 ," 70,400 "
29.09.2003, 127 ," 67,794 "
30.09.2003, 126 ," 66,878 "
1.10.2003, 129 ," 68,826 "
2.10.2003, 133 ," 70,867 "
3.10.2003, 136 ," 72,488 "
6.10.2003, 150 ," 79,835 "
7.10.2003, 148 ," 78,781 "
8.10.2003, 145 ," 77,101 "
9.10.2003, 143 ," 76,023 "
10.10.2003, 147 ," 78,554 "
13.10.2003, 144 ," 76,741 "
14.10.2003, 144 ," 76,577 "
15.10.2003, 147 ," 78,308 "
16.10.2003, 149 ," 79,330 "
17.10.2003, 147 ," 78,356 "
20.10.2003, 147 ," 78,300 "
21.10.2003, 149 ," 79,249 "
22.10.2003, 146 ," 77,875 "
23.10.2003, 142 ," 75,587 "
24.10.2003, 142 ," 75,783 "
27.10.2003, 139 ," 74,317 "
28.10.2003, 140 ," 74,806 "
29.10.2003, 140 ," 74,806 "
30.10.2003, 147 ," 78,312 "
31.10.2003, 150 ," 80,178 "
3.11.2003, 155 ," 83,037 "
4.11.2003, 155 ," 82,698 "
5.11.2003, 156 ," 83,488 "
6.11.2003, 148 ," 79,209 "
7.11.2003, 150 ," 80,001 "
10.11.2003, 148 ," 79,219 "
11.11.2003, 145 ," 77,664 "
12.11.2003, 150 ," 80,362 "
13.11.2003, 153 ," 81,684 "
14.11.2003, 153 ," 81,712 "
17.11.2003, 150 ," 79,942 "
18.11.2003, 150 ," 80,378 "
19.11.2003, 150 ," 80,361 "
20.11.2003, 140 ," 75,018 "
21.11.2003, 140 ," 75,018 "
24.11.2003, 140 ," 75,018 "
25.11.2003, 140 ," 75,018 "
26.11.2003, 140 ," 75,018 "
27.11.2003, 140 ," 75,018 "
28.11.2003, 140 ," 75,018 "
1.12.2003, 152 ," 81,654 "
2.12.2003, 155 ," 82,785 "
3.12.2003, 156 ," 83,393 "
4.12.2003, 155 ," 82,854 "
5.12.2003, 157 ," 83,922 "
8.12.2003, 161 ," 85,873 "
9.12.2003, 160 ," 85,463 "
10.12.2003, 158 ," 84,326 "
11.12.2003, 158 ," 83,976 "
12.12.2003, 161 ," 85,578 "
15.12.2003, 166 ," 87,621 "
16.12.2003, 164 ," 86,830 "
17.12.2003, 164 ," 87,064 "
18.12.2003, 169 ," 89,497 "
19.12.2003, 173 ," 91,626 "
22.12.2003, 175 ," 93,187 "
23.12.2003, 174 ," 92,413 "
24.12.2003, 174 ," 92,318 "
25.12.2003, 168 ," 89,501 "
26.12.2003, 171 ," 91,102 "
29.12.2003, 171 ," 91,043 "
30.12.2003, 174 ," 93,415 "
31.12.2003, 177 ," 94,898 "
1.01.2004, 177 ," 94,898 "
2.01.2004, 182 ," 97,285 "
5.01.2004, 187 ," 99,824 "
6.01.2004, 181 ," 96,708 "
7.01.2004, 184 ," 98,298 "
8.01.2004, 184 ," 98,559 "
9.01.2004, 189 ," 101,190 "
12.01.2004, 186 ," 99,346 "
13.01.2004, 185 ," 98,851 "
14.01.2004, 179 ," 95,709 "
15.01.2004, 181 ," 96,435 "
16.01.2004, 175 ," 93,286 "
19.01.2004, 170 ," 90,774 "
20.01.2004, 179 ," 96,054 "
21.01.2004, 180 ," 96,201 "
22.01.2004, 177 ," 94,368 "
23.01.2004, 177 ," 94,368 "
26.01.2004, 175 ," 93,498 "
27.01.2004, 171 ," 91,337 "
28.01.2004, 171 ," 91,405 "
29.01.2004, 165 ," 88,356 "
30.01.2004, 165 ," 88,102 "
2.02.2004, 165 ," 88,102 "
3.02.2004, 165 ," 88,102 "
4.02.2004, 165 ," 88,102 "
5.02.2004, 163 ," 86,760 "
6.02.2004, 162 ," 86,195 "
9.02.2004, 168 ," 89,564 "
10.02.2004, 166 ," 88,548 "
11.02.2004, 171 ," 91,278 "
12.02.2004, 179 ," 95,623 "
13.02.2004, 180 ," 96,142 "
16.02.2004, 183 ," 97,818 "
17.02.2004, 181 ," 96,424 "
18.02.2004, 185 ," 98,854 "
19.02.2004, 177 ," 94,544 "
20.02.2004, 177 ," 94,383 "
23.02.2004, 174 ," 93,461 "
24.02.2004, 176 ," 94,391 "
25.02.2004, 178 ," 95,682 "
26.02.2004, 179 ," 96,159 "
27.02.2004, 180 ," 96,702 "
1.03.2004, 179 ," 96,223 "
2.03.2004, 184 ," 99,130 "
3.03.2004, 183 ," 98,425 "
4.03.2004, 181 ," 97,656 "
5.03.2004, 183 ," 98,309 "
8.03.2004, 186 ," 99,836 "
9.03.2004, 186 ," 99,758 "
10.03.2004, 188 ," 101,159 "
11.03.2004, 185 ," 99,151 "
12.03.2004, 185 ," 99,071 "
15.03.2004, 186 ," 99,794 "
16.03.2004, 184 ," 98,876 "
17.03.2004, 184 ," 98,722 "
18.03.2004, 187 ," 100,212 "
19.03.2004, 191 ," 102,298 "
22.03.2004, 192 ," 103,000 "
23.03.2004, 193 ," 103,034 "
24.03.2004, 194 ," 103,781 "
25.03.2004, 195 ," 104,328 "
26.03.2004, 199 ," 106,164 "
29.03.2004, 199 ," 106,392 "
30.03.2004, 191 ," 102,500 "
31.03.2004, 193 ," 103,319 "
1.04.2004, 194 ," 104,084 "
2.04.2004, 196 ," 105,020 "
5.04.2004, 194 ," 104,349 "
6.04.2004, 194 ," 103,959 "
7.04.2004, 192 ," 102,955 "
8.04.2004, 186 ," 99,768 "
9.04.2004, 187 ," 100,053 "
12.04.2004, 185 ," 98,892 "
13.04.2004, 183 ," 98,020 "
14.04.2004, 180 ," 95,888 "
15.04.2004, 179 ," 95,740 "
16.04.2004, 185 ," 98,790 "
19.04.2004, 191 ," 102,239 "
20.04.2004, 187 ," 100,239 "
21.04.2004, 185 ," 98,955 "
22.04.2004, 186 ," 99,803 "
23.04.2004, 186 ," 99,803 "
26.04.2004, 179 ," 95,627 "
27.04.2004, 175 ," 93,586 "
28.04.2004, 175 ," 93,762 "
29.04.2004, 171 ," 91,220 "
30.04.2004, 173 ," 92,858 "
3.05.2004, 170 ," 91,101 "
4.05.2004, 175 ," 93,716 "
5.05.2004, 175 ," 93,742 "
6.05.2004, 169 ," 90,716 "
7.05.2004, 164 ," 87,704 "
10.05.2004, 162 ," 86,842 "
11.05.2004, 164 ," 88,328 "
12.05.2004, 165 ," 88,977 "
13.05.2004, 160 ," 86,860 "
14.05.2004, 159 ," 86,262 "
17.05.2004, 153 ," 82,907 "
18.05.2004, 155 ," 83,641 "
19.05.2004, 155 ," 83,641 "
20.05.2004, 157 ," 84,678 "
21.05.2004, 160 ," 86,107 "
24.05.2004, 165 ," 88,768 "
25.05.2004, 161 ," 86,910 "
26.05.2004, 165 ," 89,027 "
27.05.2004, 165 ," 88,787 "
28.05.2004, 166 ," 89,518 "
31.05.2004, 164 ," 88,395 "
1.06.2004, 161 ," 86,782 "
2.06.2004, 162 ," 87,338 "
3.06.2004, 164 ," 88,257 "
4.06.2004, 170 ," 91,694 "
7.06.2004, 173 ," 93,240 "
8.06.2004, 169 ," 91,169 "
9.06.2004, 169 ," 91,359 "
10.06.2004, 170 ," 92,554 "
11.06.2004, 169 ," 92,057 "
14.06.2004, 164 ," 89,289 "
15.06.2004, 165 ," 90,030 "
16.06.2004, 164 ," 90,075 "
17.06.2004, 162 ," 89,062 "
18.06.2004, 163 ," 89,276 "
21.06.2004, 161 ," 88,502 "
22.06.2004, 161 ," 88,179 "
23.06.2004, 161 ," 88,482 "
24.06.2004, 162 ," 88,701 "
25.06.2004, 166 ," 91,046 "
28.06.2004, 169 ," 92,550 "
29.06.2004, 169 ," 92,741 "
30.06.2004, 172 ," 93,959 "
1.07.2004, 175 ," 95,541 "
2.07.2004, 176 ," 96,157 "
5.07.2004, 177 ," 96,724 "
6.07.2004, 174 ," 95,217 "
7.07.2004, 175 ," 95,419 "
8.07.2004, 173 ," 94,393 "
9.07.2004, 175 ," 95,556 "
12.07.2004, 176 ," 95,866 "
13.07.2004, 177 ," 96,358 "
14.07.2004, 178 ," 96,978 "
15.07.2004, 181 ," 98,616 "
16.07.2004, 183 ," 99,593 "
19.07.2004, 181 ," 98,608 "
20.07.2004, 181 ," 98,255 "
21.07.2004, 180 ," 97,382 "
22.07.2004, 178 ," 96,532 "
23.07.2004, 181 ," 97,808 "
26.07.2004, 178 ," 96,691 "
27.07.2004, 180 ," 97,304 "
28.07.2004, 182 ," 98,456 "
29.07.2004, 183 ," 98,866 "
30.07.2004, 186 ," 100,254 "
2.08.2004, 188 ," 101,707 "
3.08.2004, 186 ," 100,304 "
4.08.2004, 182 ," 98,486 "
5.08.2004, 185 ," 99,859 "
6.08.2004, 184 ," 98,888 "
9.08.2004, 184 ," 99,093 "
10.08.2004, 186 ," 99,719 "
11.08.2004, 181 ," 97,365 "
12.08.2004, 180 ," 96,563 "
13.08.2004, 181 ," 96,854 "
16.08.2004, 181 ," 96,831 "
17.08.2004, 186 ," 99,804 "
18.08.2004, 184 ," 98,953 "
19.08.2004, 184 ," 98,559 "
20.08.2004, 185 ," 99,117 "
23.08.2004, 185 ," 99,358 "
24.08.2004, 188 ," 100,635 "
25.08.2004, 187 ," 100,202 "
26.08.2004, 187 ," 100,333 "
27.08.2004, 190 ," 101,677 "
30.08.2004, 190 ," 101,677 "
31.08.2004, 193 ," 103,413 "
1.09.2004, 196 ," 104,953 "
2.09.2004, 196 ," 105,051 "
3.09.2004, 198 ," 106,245 "
6.09.2004, 199 ," 106,570 "
7.09.2004, 201 ," 108,152 "
8.09.2004, 204 ," 110,276 "
9.09.2004, 204 ," 110,156 "
10.09.2004, 200 ," 108,260 "
13.09.2004, 201 ," 108,372 "
14.09.2004, 207 ," 111,778 "
15.09.2004, 206 ," 111,568 "
16.09.2004, 207 ," 112,209 "
17.09.2004, 199 ," 108,219 "
20.09.2004, 195 ," 106,113 "
21.09.2004, 202 ," 110,439 "
22.09.2004, 205 ," 112,350 "
23.09.2004, 212 ," 116,247 "
24.09.2004, 213 ," 116,461 "
27.09.2004, 211 ," 115,328 "
28.09.2004, 213 ," 116,726 "
29.09.2004, 212 ," 116,539 "
30.09.2004, 210 ," 115,890 "
1.10.2004, 208 ," 113,747 "
4.10.2004, 210 ," 115,216 "
5.10.2004, 207 ," 113,394 "
6.10.2004, 213 ," 116,970 "
7.10.2004, 214 ," 117,994 "
8.10.2004, 220 ," 120,875 "
11.10.2004, 218 ," 120,129 "
12.10.2004, 214 ," 117,997 "
13.10.2004, 217 ," 119,827 "
14.10.2004, 215 ," 118,475 "
15.10.2004, 216 ," 119,700 "
18.10.2004, 215 ," 118,895 "
19.10.2004, 217 ," 119,998 "
20.10.2004, 214 ," 118,398 "
21.10.2004, 213 ," 118,386 "
22.10.2004, 214 ," 118,853 "
25.10.2004, 211 ," 117,268 "
26.10.2004, 213 ," 118,687 "
27.10.2004, 217 ," 120,741 "
28.10.2004, 220 ," 122,880 "
29.10.2004, 220 ," 122,880 "
1.11.2004, 221 ," 122,600 "
2.11.2004, 224 ," 124,240 "
3.11.2004, 226 ," 125,201 "
4.11.2004, 222 ," 123,096 "
5.11.2004, 224 ," 124,145 "
8.11.2004, 219 ," 120,995 "
9.11.2004, 218 ," 120,568 "
10.11.2004, 219 ," 120,723 "
11.11.2004, 215 ," 118,653 "
12.11.2004, 214 ," 118,165 "
15.11.2004, 214 ," 118,165 "
16.11.2004, 214 ," 118,165 "
17.11.2004, 218 ," 120,173 "
18.11.2004, 223 ," 122,805 "
19.11.2004, 224 ," 123,146 "
22.11.2004, 221 ," 122,050 "
23.11.2004, 226 ," 124,664 "
24.11.2004, 227 ," 124,726 "
25.11.2004, 226 ," 124,621 "
26.11.2004, 225 ," 123,643 "
29.11.2004, 220 ," 120,750 "
30.11.2004, 216 ," 118,999 "
1.12.2004, 217 ," 119,670 "
2.12.2004, 222 ," 122,557 "
3.12.2004, 221 ," 121,736 "
6.12.2004, 221 ," 121,928 "
7.12.2004, 222 ," 122,194 "
8.12.2004, 217 ," 119,728 "
9.12.2004, 217 ," 119,379 "
10.12.2004, 220 ," 120,655 "
13.12.2004, 226 ," 124,121 "
14.12.2004, 224 ," 123,327 "
15.12.2004, 223 ," 122,674 "
16.12.2004, 229 ," 125,573 "
17.12.2004, 232 ," 127,639 "
20.12.2004, 233 ," 127,844 "
21.12.2004, 230 ," 126,143 "
22.12.2004, 234 ," 128,128 "
23.12.2004, 233 ," 128,111 "
24.12.2004, 234 ," 128,690 "
27.12.2004, 235 ," 128,963 "
28.12.2004, 238 ," 130,626 "
29.12.2004, 239 ," 130,885 "
30.12.2004, 239 ," 130,885 "
31.12.2004, 239 ," 130,885 "
3.01.2005, 243 ," 133,302 "
4.01.2005, 240 ," 131,198 "
5.01.2005, 234 ," 128,031 "
6.01.2005, 235 ," 128,933 "
7.01.2005, 242 ," 132,713 "
10.01.2005, 245 ," 134,325 "
11.01.2005, 250 ," 136,656 "
12.01.2005, 251 ," 137,459 "
13.01.2005, 253 ," 138,715 "
14.01.2005, 253 ," 138,099 "
17.01.2005, 257 ," 140,698 "
18.01.2005, 257 ," 140,579 "
19.01.2005, 258 ," 140,990 "
20.01.2005, 258 ," 140,990 "
21.01.2005, 258 ," 140,990 "
24.01.2005, 254 ," 138,227 "
25.01.2005, 257 ," 140,045 "
26.01.2005, 259 ," 140,714 "
27.01.2005, 262 ," 141,830 "
28.01.2005, 260 ," 141,196 "
31.01.2005, 262 ," 142,176 "
1.02.2005, 267 ," 144,701 "
2.02.2005, 268 ," 144,938 "
3.02.2005, 265 ," 143,255 "
4.02.2005, 267 ," 144,382 "
7.02.2005, 270 ," 146,345 "
8.02.2005, 271 ," 146,362 "
9.02.2005, 264 ," 142,714 "
10.02.2005, 262 ," 141,604 "
11.02.2005, 266 ," 143,723 "
14.02.2005, 269 ," 144,938 "
15.02.2005, 270 ," 146,429 "
16.02.2005, 265 ," 143,903 "
17.02.2005, 259 ," 140,966 "
18.02.2005, 262 ," 142,257 "
21.02.2005, 258 ," 140,492 "
22.02.2005, 256 ," 139,234 "
23.02.2005, 258 ," 140,286 "
24.02.2005, 262 ," 142,250 "
25.02.2005, 269 ," 145,736 "
28.02.2005, 272 ," 147,193 "
1.03.2005, 267 ," 144,247 "
2.03.2005, 262 ," 141,973 "
3.03.2005, 265 ," 143,579 "
4.03.2005, 266 ," 144,136 "
7.03.2005, 267 ," 144,684 "
8.03.2005, 266 ," 144,295 "
9.03.2005, 267 ," 144,318 "
10.03.2005, 265 ," 142,880 "
11.03.2005, 265 ," 143,491 "
14.03.2005, 259 ," 140,165 "
15.03.2005, 256 ," 138,245 "
16.03.2005, 244 ," 132,171 "
17.03.2005, 236 ," 127,779 "
18.03.2005, 244 ," 132,028 "
21.03.2005, 237 ," 128,621 "
22.03.2005, 243 ," 131,533 "
23.03.2005, 235 ," 127,833 "
24.03.2005, 241 ," 131,238 "
25.03.2005, 245 ," 133,463 "
28.03.2005, 239 ," 130,065 "
29.03.2005, 236 ," 128,119 "
30.03.2005, 237 ," 128,512 "
31.03.2005, 246 ," 132,995 "
1.04.2005, 248 ," 133,994 "
4.04.2005, 245 ," 132,402 "
5.04.2005, 247 ," 133,493 "
6.04.2005, 250 ," 135,110 "
7.04.2005, 248 ," 134,097 "
8.04.2005, 248 ," 133,877 "
11.04.2005, 244 ," 131,799 "
12.04.2005, 241 ," 129,989 "
13.04.2005, 243 ," 130,782 "
14.04.2005, 236 ," 126,988 "
15.04.2005, 229 ," 123,860 "
18.04.2005, 223 ," 120,256 "
19.04.2005, 231 ," 124,806 "
20.04.2005, 232 ," 124,963 "
21.04.2005, 234 ," 126,173 "
22.04.2005, 237 ," 127,774 "
25.04.2005, 237 ," 128,166 "
26.04.2005, 235 ," 126,795 "
27.04.2005, 231 ," 124,746 "
28.04.2005, 226 ," 122,131 "
29.04.2005, 226 ," 122,567 "
2.05.2005, 232 ," 125,801 "
3.05.2005, 231 ," 125,084 "
4.05.2005, 235 ," 127,303 "
5.05.2005, 240 ," 130,030 "
6.05.2005, 239 ," 129,404 "
9.05.2005, 237 ," 128,273 "
10.05.2005, 237 ," 128,245 "
11.05.2005, 236 ," 128,196 "
12.05.2005, 241 ," 130,722 "
13.05.2005, 243 ," 131,863 "
16.05.2005, 240 ," 130,047 "
17.05.2005, 239 ," 129,771 "
18.05.2005, 242 ," 131,468 "
19.05.2005, 242 ," 131,468 "
20.05.2005, 245 ," 133,109 "
23.05.2005, 234 ," 127,572 "
24.05.2005, 232 ," 126,941 "
25.05.2005, 232 ," 126,737 "
26.05.2005, 231 ," 126,228 "
27.05.2005, 235 ," 127,859 "
30.05.2005, 240 ," 130,383 "
31.05.2005, 242 ," 131,793 "
1.06.2005, 242 ," 131,501 "
2.06.2005, 248 ," 134,192 "
3.06.2005, 250 ," 135,188 "
6.06.2005, 245 ," 132,749 "
7.06.2005, 245 ," 132,766 "
8.06.2005, 248 ," 134,270 "
9.06.2005, 245 ," 133,021 "
10.06.2005, 247 ," 134,300 "
13.06.2005, 246 ," 133,745 "
14.06.2005, 249 ," 135,048 "
15.06.2005, 252 ," 136,463 "
16.06.2005, 255 ," 138,058 "
17.06.2005, 255 ," 137,935 "
20.06.2005, 256 ," 138,988 "
21.06.2005, 257 ," 139,410 "
22.06.2005, 257 ," 139,273 "
23.06.2005, 259 ," 140,341 "
24.06.2005, 260 ," 140,315 "
27.06.2005, 256 ," 138,042 "
28.06.2005, 258 ," 139,261 "
29.06.2005, 261 ," 140,910 "
30.06.2005, 259 ," 139,936 "
1.07.2005, 265 ," 143,353 "
4.07.2005, 266 ," 143,680 "
5.07.2005, 263 ," 142,075 "
6.07.2005, 267 ," 144,224 "
7.07.2005, 266 ," 144,162 "
8.07.2005, 267 ," 145,055 "
11.07.2005, 267 ," 144,963 "
12.07.2005, 266 ," 144,348 "
13.07.2005, 270 ," 146,165 "
14.07.2005, 274 ," 148,631 "
15.07.2005, 273 ," 148,370 "
18.07.2005, 273 ," 148,300 "
19.07.2005, 275 ," 149,730 "
20.07.2005, 276 ," 150,140 "
21.07.2005, 278 ," 151,552 "
22.07.2005, 280 ," 152,359 "
25.07.2005, 281 ," 153,181 "
26.07.2005, 276 ," 150,611 "
27.07.2005, 280 ," 152,795 "
28.07.2005, 282 ," 153,742 "
29.07.2005, 285 ," 155,101 "
1.08.2005, 286 ," 155,856 "
2.08.2005, 284 ," 154,946 "
3.08.2005, 286 ," 156,085 "
4.08.2005, 290 ," 158,229 "
5.08.2005, 288 ," 157,380 "
8.08.2005, 288 ," 157,239 "
9.08.2005, 286 ," 156,184 "
10.08.2005, 286 ," 156,211 "
11.08.2005, 281 ," 153,423 "
12.08.2005, 272 ," 148,970 "
15.08.2005, 271 ," 148,373 "
16.08.2005, 273 ," 149,546 "
17.08.2005, 269 ," 147,852 "
18.08.2005, 270 ," 148,324 "
19.08.2005, 274 ," 150,389 "
22.08.2005, 279 ," 152,788 "
23.08.2005, 282 ," 154,155 "
24.08.2005, 283 ," 154,808 "
25.08.2005, 287 ," 156,561 "
26.08.2005, 289 ," 157,451 "
29.08.2005, 289 ," 157,414 "
30.08.2005, 289 ," 157,414 "
31.08.2005, 297 ," 162,094 "
1.09.2005, 306 ," 166,748 "
2.09.2005, 304 ," 165,134 "
5.09.2005, 306 ," 166,394 "
6.09.2005, 306 ," 165,838 "
7.09.2005, 301 ," 163,602 "
8.09.2005, 303 ," 164,603 "
9.09.2005, 309 ," 168,257 "
12.09.2005, 314 ," 170,521 "
13.09.2005, 312 ," 168,648 "
14.09.2005, 313 ," 169,182 "
15.09.2005, 319 ," 172,690 "
16.09.2005, 319 ," 172,986 "
19.09.2005, 319 ," 172,843 "
20.09.2005, 324 ," 175,310 "
21.09.2005, 325 ," 175,704 "
22.09.2005, 321 ," 173,505 "
23.09.2005, 320 ," 172,626 "
26.09.2005, 322 ," 174,001 "
27.09.2005, 320 ," 173,147 "
28.09.2005, 314 ," 170,148 "
29.09.2005, 321 ," 173,374 "
30.09.2005, 320 ," 173,005 "
3.10.2005, 329 ," 177,720 "
4.10.2005, 341 ," 184,629 "
5.10.2005, 334 ," 180,573 "
6.10.2005, 323 ," 174,459 "
7.10.2005, 322 ," 174,291 "
10.10.2005, 323 ," 174,795 "
11.10.2005, 328 ," 177,412 "
12.10.2005, 319 ," 172,876 "
13.10.2005, 309 ," 167,856 "
14.10.2005, 304 ," 164,902 "
17.10.2005, 308 ," 166,849 "
18.10.2005, 305 ," 165,209 "
19.10.2005, 297 ," 160,712 "
20.10.2005, 303 ," 163,830 "
21.10.2005, 303 ," 164,020 "
24.10.2005, 307 ," 165,745 "
25.10.2005, 305 ," 164,753 "
26.10.2005, 303 ," 163,724 "
27.10.2005, 301 ," 162,776 "
28.10.2005, 299 ," 161,501 "
31.10.2005, 308 ," 166,330 "
1.11.2005, 316 ," 170,522 "
2.11.2005, 319 ," 172,613 "
3.11.2005, 319 ," 172,613 "
4.11.2005, 319 ," 172,613 "
7.11.2005, 325 ," 175,806 "
8.11.2005, 324 ," 175,546 "
9.11.2005, 326 ," 176,114 "
10.11.2005, 334 ," 180,509 "
11.11.2005, 328 ," 177,515 "
14.11.2005, 329 ," 177,968 "
15.11.2005, 330 ," 178,944 "
16.11.2005, 335 ," 181,489 "
17.11.2005, 338 ," 182,906 "
18.11.2005, 340 ," 191,332 "
21.11.2005, 343 ," 193,070 "
22.11.2005, 339 ," 191,269 "
23.11.2005, 348 ," 196,100 "
24.11.2005, 354 ," 200,191 "
25.11.2005, 353 ," 199,423 "
28.11.2005, 352 ," 198,960 "
29.11.2005, 360 ," 203,483 "
30.11.2005, 365 ," 206,811 "
1.12.2005, 367 ," 207,849 "
2.12.2005, 370 ," 209,259 "
5.12.2005, 376 ," 212,090 "
6.12.2005, 374 ," 210,864 "
7.12.2005, 369 ," 208,782 "
8.12.2005, 370 ," 209,317 "
9.12.2005, 361 ," 203,944 "
12.12.2005, 367 ," 207,543 "
13.12.2005, 363 ," 204,588 "
14.12.2005, 365 ," 205,791 "
15.12.2005, 363 ," 204,806 "
16.12.2005, 364 ," 205,881 "
19.12.2005, 367 ," 207,187 "
20.12.2005, 365 ," 205,908 "
21.12.2005, 370 ," 208,425 "
22.12.2005, 371 ," 208,866 "
23.12.2005, 376 ," 211,795 "
26.12.2005, 378 ," 212,736 "
27.12.2005, 377 ," 211,993 "
28.12.2005, 380 ," 213,227 "
29.12.2005, 385 ," 216,336 "
30.12.2005, 385 ," 215,847 "
2.01.2006, 385 ," 215,844 "
3.01.2006, 393 ," 220,099 "
4.01.2006, 399 ," 223,473 "
5.01.2006, 403 ," 225,195 "
6.01.2006, 404 ," 225,942 "
9.01.2006, 404 ," 225,942 "
10.01.2006, 404 ," 225,942 "
11.01.2006, 404 ," 225,942 "
12.01.2006, 404 ," 225,942 "
13.01.2006, 404 ," 225,942 "
16.01.2006, 420 ," 234,208 "
17.01.2006, 423 ," 235,737 "
18.01.2006, 410 ," 228,065 "
19.01.2006, 419 ," 233,849 "
20.01.2006, 427 ," 238,267 "
23.01.2006, 421 ," 235,434 "
24.01.2006, 427 ," 238,899 "
25.01.2006, 440 ," 245,328 "
26.01.2006, 441 ," 245,598 "
27.01.2006, 436 ," 243,025 "
30.01.2006, 433 ," 241,473 "
31.01.2006, 430 ," 240,177 "
1.02.2006, 436 ," 243,813 "
2.02.2006, 433 ," 242,342 "
3.02.2006, 428 ," 239,142 "
6.02.2006, 434 ," 242,722 "
7.02.2006, 432 ," 242,127 "
8.02.2006, 425 ," 238,163 "
9.02.2006, 428 ," 240,151 "
10.02.2006, 434 ," 243,701 "
13.02.2006, 428 ," 240,728 "
14.02.2006, 423 ," 237,786 "
15.02.2006, 425 ," 239,278 "
16.02.2006, 440 ," 247,359 "
17.02.2006, 448 ," 251,894 "
20.02.2006, 451 ," 254,207 "
21.02.2006, 452 ," 255,008 "
22.02.2006, 448 ," 252,993 "
23.02.2006, 451 ," 254,720 "
24.02.2006, 454 ," 256,454 "
27.02.2006, 462 ," 261,399 "
28.02.2006, 456 ," 257,209 "
1.03.2006, 460 ," 259,605 "
2.03.2006, 455 ," 256,741 "
3.03.2006, 450 ," 254,287 "
6.03.2006, 447 ," 252,014 "
7.03.2006, 426 ," 240,514 "
8.03.2006, 411 ," 231,980 "
9.03.2006, 416 ," 235,221 "
10.03.2006, 413 ," 233,707 "
13.03.2006, 430 ," 243,209 "
14.03.2006, 417 ," 235,318 "
15.03.2006, 420 ," 237,160 "
16.03.2006, 427 ," 241,823 "
17.03.2006, 433 ," 245,626 "
20.03.2006, 431 ," 244,375 "
21.03.2006, 431 ," 243,928 "
22.03.2006, 430 ," 243,463 "
23.03.2006, 432 ," 244,035 "
24.03.2006, 421 ," 237,479 "
27.03.2006, 415 ," 234,335 "
28.03.2006, 406 ," 228,955 "
29.03.2006, 413 ," 232,156 "
30.03.2006, 417 ," 234,687 "
31.03.2006, 417 ," 234,742 "
3.04.2006, 427 ," 240,688 "
4.04.2006, 428 ," 241,356 "
5.04.2006, 428 ," 241,178 "
6.04.2006, 425 ," 239,092 "
7.04.2006, 430 ," 242,077 "
10.04.2006, 419 ," 235,876 "
11.04.2006, 417 ," 234,784 "
12.04.2006, 414 ," 232,896 "
13.04.2006, 408 ," 229,955 "
14.04.2006, 411 ," 231,307 "
17.04.2006, 408 ," 229,503 "
18.04.2006, 417 ," 234,477 "
19.04.2006, 425 ," 238,636 "
20.04.2006, 426 ," 239,271 "
21.04.2006, 437 ," 245,397 "
24.04.2006, 439 ," 247,174 "
25.04.2006, 440 ," 247,480 "
26.04.2006, 435 ," 247,480 "
27.04.2006, 426 ," 239,705 "
28.04.2006, 427 ," 240,079 "
1.05.2006, 428 ," 240,792 "
2.05.2006, 432 ," 242,687 "
3.05.2006, 434 ," 244,270 "
4.05.2006, 430 ," 244,270 "
5.05.2006, 430 ," 242,658 "
8.05.2006, 435 ," 245,680 "
9.05.2006, 434 ," 244,816 "
10.05.2006, 425 ," 241,314 "
11.05.2006, 426 ," 241,965 "
12.05.2006, 410 ," 232,861 "
15.05.2006, 393 ," 222,202 "
16.05.2006, 401 ," 226,807 "
17.05.2006, 395 ," 223,840 "
18.05.2006, 388 ," 219,068 "
19.05.2006, 388 ," 219,104 "
22.05.2006, 356 ," 201,649 "
23.05.2006, 364 ," 206,736 "
24.05.2006, 354 ," 200,426 "
25.05.2006, 360 ," 203,872 "
26.05.2006, 377 ," 213,595 "
29.05.2006, 380 ," 218,640 "
30.05.2006, 371 ," 213,412 "
31.05.2006, 374 ," 215,091 "
1.06.2006, 376 ," 215,589 "
2.06.2006, 384 ," 220,109 "
5.06.2006, 372 ," 213,125 "
6.06.2006, 367 ," 210,365 "
7.06.2006, 360 ," 206,692 "
8.06.2006, 348 ," 199,256 "
9.06.2006, 342 ," 196,697 "
12.06.2006, 338 ," 192,984 "
13.06.2006, 318 ," 181,803 "
14.06.2006, 323 ," 184,566 "
15.06.2006, 330 ," 189,173 "
16.06.2006, 334 ," 191,747 "
19.06.2006, 341 ," 195,829 "
20.06.2006, 339 ," 194,710 "
21.06.2006, 331 ," 189,486 "
22.06.2006, 335 ," 192,675 "
23.06.2006, 325 ," 186,491 "
26.06.2006, 314 ," 180,116 "
